#,Calculator,Iter,CheckName,Type,Inputs,Expected,Tolerance
968,FreqEnergyConverter,83,FE[83] m,presence,f_MHz=4553.2,"""m""",—
969,FreqEnergyConverter,84,FE[84] Hz,presence,f_MHz=8260.26,"""Hz""",—
970,FreqEnergyConverter,84,FE[84] m,presence,f_MHz=8260.26,"""m""",—
971,FreqEnergyConverter,85,FE[85] Hz,presence,f_MHz=1525.4,"""Hz""",—
972,FreqEnergyConverter,85,FE[85] m,presence,f_MHz=1525.4,"""m""",—
973,FreqEnergyConverter,86,FE[86] Hz,presence,f_MHz=5506.26,"""Hz""",—
974,FreqEnergyConverter,86,FE[86] m,presence,f_MHz=5506.26,"""m""",—
975,FreqEnergyConverter,87,FE[87] Hz,presence,f_MHz=1229.28,"""Hz""",—
976,FreqEnergyConverter,87,FE[87] m,presence,f_MHz=1229.28,"""m""",—
977,FreqEnergyConverter,88,FE[88] Hz,presence,f_MHz=2020.48,"""Hz""",—
978,FreqEnergyConverter,88,FE[88] m,presence,f_MHz=2020.48,"""m""",—
979,FreqEnergyConverter,89,FE[89] Hz,presence,f_MHz=1154.8,"""Hz""",—
980,FreqEnergyConverter,89,FE[89] m,presence,f_MHz=1154.8,"""m""",—
981,FreqEnergyConverter,90,FE[90] Hz,presence,f_MHz=5294.29,"""Hz""",—
982,FreqEnergyConverter,90,FE[90] m,presence,f_MHz=5294.29,"""m""",—
983,FreqEnergyConverter,91,FE[91] Hz,presence,f_MHz=9471.69,"""Hz""",—
984,FreqEnergyConverter,91,FE[91] m,presence,f_MHz=9471.69,"""m""",—
985,FreqEnergyConverter,92,FE[92] Hz,presence,f_MHz=425.487,"""Hz""",—
986,FreqEnergyConverter,92,FE[92] m,presence,f_MHz=425.487,"""m""",—
987,FreqEnergyConverter,93,FE[93] Hz,presence,f_MHz=2630.2,"""Hz""",—
988,FreqEnergyConverter,93,FE[93] m,presence,f_MHz=2630.2,"""m""",—
989,FreqEnergyConverter,94,FE[94] Hz,presence,f_MHz=5732.9,"""Hz""",—
990,FreqEnergyConverter,94,FE[94] m,presence,f_MHz=5732.9,"""m""",—
991,FreqEnergyConverter,95,FE[95] Hz,presence,f_MHz=2663.18,"""Hz""",—
992,FreqEnergyConverter,95,FE[95] m,presence,f_MHz=2663.18,"""m""",—
993,FreqEnergyConverter,96,FE[96] Hz,presence,f_MHz=8015.12,"""Hz""",—
994,FreqEnergyConverter,96,FE[96] m,presence,f_MHz=8015.12,"""m""",—
995,FreqEnergyConverter,97,FE[97] Hz,presence,f_MHz=3392.57,"""Hz""",—
996,FreqEnergyConverter,97,FE[97] m,presence,f_MHz=3392.57,"""m""",—
997,FreqEnergyConverter,98,FE[98] Hz,presence,f_MHz=1094.28,"""Hz""",—
998,FreqEnergyConverter,98,FE[98] m,presence,f_MHz=1094.28,"""m""",—
999,FreqEnergyConverter,99,FE[99] Hz,presence,f_MHz=13.2264,"""Hz""",—
1000,FreqEnergyConverter,99,FE[99] m,presence,f_MHz=13.2264,"""m""",—
1001,QuarterWave,0,QW[0] Zt,numeric,z1_ohm=169.779; z2_ohm=184.763; f_GHz=10.5277; er=1.64765,177.113,±0.2%
1002,QuarterWave,0,QW[0] len,numeric,z1_ohm=169.779; z2_ohm=184.763; f_GHz=10.5277; er=1.64765,5.55002,±0.2%
1003,QuarterWave,1,QW[1] Zt,numeric,z1_ohm=75.8271; z2_ohm=299.463; f_GHz=19.8348; er=9.02563,150.69,±0.2%
1004,QuarterWave,1,QW[1] len,numeric,z1_ohm=75.8271; z2_ohm=299.463; f_GHz=19.8348; er=9.02563,1.25862,±0.2%
1005,QuarterWave,2,QW[2] Zt,numeric,z1_ohm=127.352; z2_ohm=212.159; f_GHz=11.8415; er=1.73485,164.374,±0.2%
1006,QuarterWave,2,QW[2] len,numeric,z1_ohm=127.352; z2_ohm=212.159; f_GHz=11.8415; er=1.73485,4.80865,±0.2%
1007,QuarterWave,3,QW[3] Zt,numeric,z1_ohm=134.469; z2_ohm=233.649; f_GHz=13.1159; er=8.15862,177.253,±0.2%
1008,QuarterWave,3,QW[3] len,numeric,z1_ohm=134.469; z2_ohm=233.649; f_GHz=13.1159; er=8.15862,2.00196,±0.2%
1009,QuarterWave,4,QW[4] Zt,numeric,z1_ohm=294.691; z2_ohm=14.597; f_GHz=11.5037; er=3.65533,65.5865,±0.2%
1010,QuarterWave,4,QW[4] len,numeric,z1_ohm=294.691; z2_ohm=14.597; f_GHz=11.5037; er=3.65533,3.41006,±0.2%
1011,QuarterWave,5,QW[5] Zt,numeric,z1_ohm=128.179; z2_ohm=64.6468; f_GHz=9.70299; er=7.01451,91.0294,±0.2%
1012,QuarterWave,5,QW[5] len,numeric,z1_ohm=128.179; z2_ohm=64.6468; f_GHz=9.70299; er=7.01451,2.91848,±0.2%
1013,QuarterWave,6,QW[6] Zt,numeric,z1_ohm=121.821; z2_ohm=61.4384; f_GHz=11.1522; er=8.45308,86.513,±0.2%
1014,QuarterWave,6,QW[6] len,numeric,z1_ohm=121.821; z2_ohm=61.4384; f_GHz=11.1522; er=8.45308,2.31309,±0.2%
1015,QuarterWave,7,QW[7] Zt,numeric,z1_ohm=232.312; z2_ohm=261.542; f_GHz=16.8972; er=2.66709,246.494,±0.2%
1016,QuarterWave,7,QW[7] len,numeric,z1_ohm=232.312; z2_ohm=261.542; f_GHz=16.8972; er=2.66709,2.71786,±0.2%
1017,QuarterWave,8,QW[8] Zt,numeric,z1_ohm=200.875; z2_ohm=217.848; f_GHz=17.5812; er=6.70488,209.19,±0.2%
1018,QuarterWave,8,QW[8] len,numeric,z1_ohm=200.875; z2_ohm=217.848; f_GHz=17.5812; er=6.70488,1.64747,±0.2%
1019,QuarterWave,9,QW[9] Zt,numeric,z1_ohm=34.8046; z2_ohm=100.446; f_GHz=9.47387; er=7.67706,59.1269,±0.2%
1020,QuarterWave,9,QW[9] len,numeric,z1_ohm=34.8046; z2_ohm=100.446; f_GHz=9.47387; er=7.67706,2.85717,±0.2%
1021,QuarterWave,10,QW[10] Zt,numeric,z1_ohm=243.454; z2_ohm=130.517; f_GHz=8.73188; er=3.5691,178.255,±0.2%
1022,QuarterWave,10,QW[10] len,numeric,z1_ohm=243.454; z2_ohm=130.517; f_GHz=8.73188; er=3.5691,4.54647,±0.2%
1023,QuarterWave,11,QW[11] Zt,numeric,z1_ohm=38.8553; z2_ohm=89.2802; f_GHz=3.25825; er=5.67205,58.8983,±0.2%
1024,QuarterWave,11,QW[11] len,numeric,z1_ohm=38.8553; z2_ohm=89.2802; f_GHz=3.25825; er=5.67205,9.66511,±0.2%
1025,QuarterWave,12,QW[12] Zt,numeric,z1_ohm=193.613; z2_ohm=66.512; f_GHz=5.40264; er=8.39704,113.479,±0.2%
1026,QuarterWave,12,QW[12] len,numeric,z1_ohm=193.613; z2_ohm=66.512; f_GHz=5.40264; er=8.39704,4.79062,±0.2%
1027,QuarterWave,13,QW[13] Zt,numeric,z1_ohm=211.221; z2_ohm=205.685; f_GHz=15.5197; er=6.48924,208.435,±0.2%
1028,QuarterWave,13,QW[13] len,numeric,z1_ohm=211.221; z2_ohm=205.685; f_GHz=15.5197; er=6.48924,1.89706,±0.2%
1029,QuarterWave,14,QW[14] Zt,numeric,z1_ohm=126.479; z2_ohm=175.244; f_GHz=9.87772; er=6.90677,148.878,±0.2%
1030,QuarterWave,14,QW[14] len,numeric,z1_ohm=126.479; z2_ohm=175.244; f_GHz=9.87772; er=6.90677,2.88913,±0.2%
1031,QuarterWave,15,QW[15] Zt,numeric,z1_ohm=216.145; z2_ohm=38.0564; f_GHz=11.6848; er=2.88041,90.6956,±0.2%
1032,QuarterWave,15,QW[15] len,numeric,z1_ohm=216.145; z2_ohm=38.0564; f_GHz=11.6848; er=2.88041,3.78192,±0.2%
1033,QuarterWave,16,QW[16] Zt,numeric,z1_ohm=92.4888; z2_ohm=203.57; f_GHz=10.4747; er=5.91945,137.215,±0.2%
1034,QuarterWave,16,QW[16] len,numeric,z1_ohm=92.4888; z2_ohm=203.57; f_GHz=10.4747; er=5.91945,2.94293,±0.2%
1035,QuarterWave,17,QW[17] Zt,numeric,z1_ohm=174.907; z2_ohm=249.705; f_GHz=17.4693; er=8.77955,208.986,±0.2%
1036,QuarterWave,17,QW[17] len,numeric,z1_ohm=174.907; z2_ohm=249.705; f_GHz=17.4693; er=8.77955,1.44894,±0.2%
1037,QuarterWave,18,QW[18] Zt,numeric,z1_ohm=197.248; z2_ohm=244.014; f_GHz=12.2106; er=6.65814,219.388,±0.2%
1038,QuarterWave,18,QW[18] len,numeric,z1_ohm=197.248; z2_ohm=244.014; f_GHz=12.2106; er=6.65814,2.38038,±0.2%
1039,QuarterWave,19,QW[19] Zt,numeric,z1_ohm=211.001; z2_ohm=146.143; f_GHz=18.3285; er=8.1329,175.602,±0.2%
1040,QuarterWave,19,QW[19] len,numeric,z1_ohm=211.001; z2_ohm=146.143; f_GHz=18.3285; er=8.1329,1.43486,±0.2%
1041,QuarterWave,20,QW[20] Zt,numeric,z1_ohm=47.0219; z2_ohm=196.116; f_GHz=13.9871; er=5.60915,96.0299,±0.2%
1042,QuarterWave,20,QW[20] len,numeric,z1_ohm=47.0219; z2_ohm=196.116; f_GHz=13.9871; er=5.60915,2.26404,±0.2%
1043,QuarterWave,21,QW[21] Zt,numeric,z1_ohm=230.931; z2_ohm=45.4906; f_GHz=4.42684; er=3.29155,102.495,±0.2%
1044,QuarterWave,21,QW[21] len,numeric,z1_ohm=230.931; z2_ohm=45.4906; f_GHz=4.42684; er=3.29155,9.3383,±0.2%
1045,QuarterWave,22,QW[22] Zt,numeric,z1_ohm=169.851; z2_ohm=260.9; f_GHz=11.894; er=4.94588,210.509,±0.2%
1046,QuarterWave,22,QW[22] len,numeric,z1_ohm=169.851; z2_ohm=260.9; f_GHz=11.894; er=4.94588,2.83538,±0.2%
1047,QuarterWave,23,QW[23] Zt,numeric,z1_ohm=230.643; z2_ohm=42.0164; f_GHz=1.92569; er=9.96651,98.4418,±0.2%
1048,QuarterWave,23,QW[23] len,numeric,z1_ohm=230.643; z2_ohm=42.0164; f_GHz=1.92569; er=9.96651,12.3368,±0.2%
1049,QuarterWave,24,QW[24] Zt,numeric,z1_ohm=192.287; z2_ohm=148.478; f_GHz=8.73164; er=5.51511,168.968,±0.2%
1050,QuarterWave,24,QW[24] len,numeric,z1_ohm=192.287; z2_ohm=148.478; f_GHz=8.73164; er=5.51511,3.65753,±0.2%
1051,QuarterWave,25,QW[25] Zt,numeric,z1_ohm=257.572; z2_ohm=92.7932; f_GHz=10.9905; er=7.74631,154.599,±0.2%
1052,QuarterWave,25,QW[25] len,numeric,z1_ohm=257.572; z2_ohm=92.7932; f_GHz=10.9905; er=7.74631,2.45187,±0.2%
1053,QuarterWave,26,QW[26] Zt,numeric,z1_ohm=151.753; z2_ohm=188.769; f_GHz=9.85242; er=9.38587,169.252,±0.2%
1054,QuarterWave,26,QW[26] len,numeric,z1_ohm=151.753; z2_ohm=188.769; f_GHz=9.85242; er=9.38587,2.48474,±0.2%
1055,QuarterWave,27,QW[27] Zt,numeric,z1_ohm=28.3184; z2_ohm=267.485; f_GHz=9.71603; er=8.17704,87.033,±0.2%
1056,QuarterWave,27,QW[27] len,numeric,z1_ohm=28.3184; z2_ohm=267.485; f_GHz=9.71603; er=8.17704,2.69944,±0.2%
1057,QuarterWave,28,QW[28] Zt,numeric,z1_ohm=14.5392; z2_ohm=285.348; f_GHz=5.32047; er=4.96072,64.4106,±0.2%
1058,QuarterWave,28,QW[28] len,numeric,z1_ohm=14.5392; z2_ohm=285.348; f_GHz=5.32047; er=4.96072,6.32906,±0.2%
1059,QuarterWave,29,QW[29] Zt,numeric,z1_ohm=231.949; z2_ohm=291.257; f_GHz=4.07113; er=6.40496,259.917,±0.2%
1060,QuarterWave,29,QW[29] len,numeric,z1_ohm=231.949; z2_ohm=291.257; f_GHz=4.07113; er=6.40496,7.27927,±0.2%
1061,QuarterWave,30,QW[30] Zt,numeric,z1_ohm=299.409; z2_ohm=192.416; f_GHz=17.9905; er=6.64962,240.023,±0.2%
1062,QuarterWave,30,QW[30] len,numeric,z1_ohm=299.409; z2_ohm=192.416; f_GHz=17.9905; er=6.64962,1.61666,±0.2%
1063,QuarterWave,31,QW[31] Zt,numeric,z1_ohm=298.923; z2_ohm=120.811; f_GHz=4.46144; er=5.38157,190.035,±0.2%
1064,QuarterWave,31,QW[31] len,numeric,z1_ohm=298.923; z2_ohm=120.811; f_GHz=4.46144; er=5.38157,7.24656,±0.2%
1065,QuarterWave,32,QW[32] Zt,numeric,z1_ohm=36.8424; z2_ohm=244.902; f_GHz=18.5052; er=5.10625,94.9883,±0.2%
1066,QuarterWave,32,QW[32] len,numeric,z1_ohm=36.8424; z2_ohm=244.902; f_GHz=18.5052; er=5.10625,1.79356,±0.2%
1067,QuarterWave,33,QW[33] Zt,numeric,z1_ohm=175.642; z2_ohm=103.544; f_GHz=8.51138; er=4.63117,134.858,±0.2%
1068,QuarterWave,33,QW[33] len,numeric,z1_ohm=175.642; z2_ohm=103.544; f_GHz=8.51138; er=4.63117,4.09464,±0.2%
1069,QuarterWave,34,QW[34] Zt,numeric,z1_ohm=183.895; z2_ohm=221.682; f_GHz=5.71157; er=8.02683,201.907,±0.2%
1070,QuarterWave,34,QW[34] len,numeric,z1_ohm=183.895; z2_ohm=221.682; f_GHz=5.71157; er=8.02683,4.63483,±0.2%
1071,QuarterWave,35,QW[35] Zt,numeric,z1_ohm=14.6278; z2_ohm=139.837; f_GHz=9.96473; er=7.58096,45.2272,±0.2%
1072,QuarterWave,35,QW[35] len,numeric,z1_ohm=14.6278; z2_ohm=139.837; f_GHz=9.96473; er=7.58096,2.73359,±0.2%
1073,QuarterWave,36,QW[36] Zt,numeric,z1_ohm=24.6909; z2_ohm=111.929; f_GHz=13.6956; er=9.51143,52.5702,±0.2%
1074,QuarterWave,36,QW[36] len,numeric,z1_ohm=24.6909; z2_ohm=111.929; f_GHz=13.6956; er=9.51143,1.77564,±0.2%
1075,QuarterWave,37,QW[37] Zt,numeric,z1_ohm=100.32; z2_ohm=168.459; f_GHz=13.804; er=2.45363,130,±0.2%
1076,QuarterWave,37,QW[37] len,numeric,z1_ohm=100.32; z2_ohm=168.459; f_GHz=13.804; er=2.45363,3.46859,±0.2%
1077,QuarterWave,38,QW[38] Zt,numeric,z1_ohm=186.531; z2_ohm=174.584; f_GHz=5.63642; er=4.98785,180.459,±0.2%
1078,QuarterWave,38,QW[38] len,numeric,z1_ohm=186.531; z2_ohm=174.584; f_GHz=5.63642; er=4.98785,5.95801,±0.2%
1079,QuarterWave,39,QW[39] Zt,numeric,z1_ohm=140.506; z2_ohm=235.11; f_GHz=17.7884; er=6.72238,181.754,±0.2%
1080,QuarterWave,39,QW[39] len,numeric,z1_ohm=140.506; z2_ohm=235.11; f_GHz=17.7884; er=6.72238,1.62616,±0.2%
1081,QuarterWave,40,QW[40] Zt,numeric,z1_ohm=91.6359; z2_ohm=290.953; f_GHz=12.6783; er=6.69788,163.284,±0.2%
1082,QuarterWave,40,QW[40] len,numeric,z1_ohm=91.6359; z2_ohm=290.953; f_GHz=12.6783; er=6.69788,2.28577,±0.2%
1083,QuarterWave,41,QW[41] Zt,numeric,z1_ohm=243.366; z2_ohm=144.074; f_GHz=0.210816; er=4.12858,187.251,±0.2%
1084,QuarterWave,41,QW[41] len,numeric,z1_ohm=243.366; z2_ohm=144.074; f_GHz=0.210816; er=4.12858,175.089,±0.2%
1085,QuarterWave,42,QW[42] Zt,numeric,z1_ohm=284.506; z2_ohm=60.4352; f_GHz=0.422105; er=5.74619,131.126,±0.2%
1086,QuarterWave,42,QW[42] len,numeric,z1_ohm=284.506; z2_ohm=60.4352; f_GHz=0.422105; er=5.74619,74.1227,±0.2%
1087,QuarterWave,43,QW[43] Zt,numeric,z1_ohm=100.155; z2_ohm=143.009; f_GHz=13.3733; er=8.26178,119.679,±0.2%
1088,QuarterWave,43,QW[43] len,numeric,z1_ohm=100.155; z2_ohm=143.009; f_GHz=13.3733; er=8.26178,1.95113,±0.2%
1089,QuarterWave,44,QW[44] Zt,numeric,z1_ohm=64.91; z2_ohm=219.362; f_GHz=0.335334; er=6.71162,119.326,±0.2%
1090,QuarterWave,44,QW[44] len,numeric,z1_ohm=64.91; z2_ohm=219.362; f_GHz=0.335334; er=6.71162,86.3316,±0.2%
1091,QuarterWave,45,QW[45] Zt,numeric,z1_ohm=143.498; z2_ohm=30.8534; f_GHz=4.68149; er=9.70231,66.5388,±0.2%
1092,QuarterWave,45,QW[45] len,numeric,z1_ohm=143.498; z2_ohm=30.8534; f_GHz=4.68149; er=9.70231,5.14327,±0.2%
1093,QuarterWave,46,QW[46] Zt,numeric,z1_ohm=286.502; z2_ohm=162.975; f_GHz=8.58063; er=8.82103,216.085,±0.2%
1094,QuarterWave,46,QW[46] len,numeric,z1_ohm=286.502; z2_ohm=162.975; f_GHz=8.58063; er=8.82103,2.94295,±0.2%
1095,QuarterWave,47,QW[47] Zt,numeric,z1_ohm=41.3222; z2_ohm=168.865; f_GHz=2.15757; er=4.72639,83.5337,±0.2%
1096,QuarterWave,47,QW[47] len,numeric,z1_ohm=41.3222; z2_ohm=168.865; f_GHz=2.15757; er=4.72639,15.9894,±0.2%
1097,QuarterWave,48,QW[48] Zt,numeric,z1_ohm=11.053; z2_ohm=270.526; f_GHz=10.4633; er=5.68561,54.6819,±0.2%
1098,QuarterWave,48,QW[48] len,numeric,z1_ohm=11.053; z2_ohm=270.526; f_GHz=10.4633; er=5.68561,3.00609,±0.2%
1099,QuarterWave,49,QW[49] Zt,numeric,z1_ohm=36.4001; z2_ohm=44.7793; f_GHz=7.67221; er=6.57364,40.3729,±0.2%
1100,QuarterWave,49,QW[49] len,numeric,z1_ohm=36.4001; z2_ohm=44.7793; f_GHz=7.67221; er=6.57364,3.81275,±0.2%
1101,QuarterWave,50,QW[50] Zt,numeric,z1_ohm=68.3212; z2_ohm=43.4916; f_GHz=11.0977; er=3.59972,54.5106,±0.2%
1102,QuarterWave,50,QW[50] len,numeric,z1_ohm=68.3212; z2_ohm=43.4916; f_GHz=11.0977; er=3.59972,3.56199,±0.2%
1103,QuarterWave,51,QW[51] Zt,numeric,z1_ohm=201.532; z2_ohm=190.093; f_GHz=15.7951; er=3.27723,195.729,±0.2%
1104,QuarterWave,51,QW[51] len,numeric,z1_ohm=201.532; z2_ohm=190.093; f_GHz=15.7951; er=3.27723,2.62292,±0.2%
1105,QuarterWave,52,QW[52] Zt,numeric,z1_ohm=181.536; z2_ohm=176.929; f_GHz=12.5919; er=4.40222,179.218,±0.2%
1106,QuarterWave,52,QW[52] len,numeric,z1_ohm=181.536; z2_ohm=176.929; f_GHz=12.5919; er=4.40222,2.83879,±0.2%
1107,QuarterWave,53,QW[53] Zt,numeric,z1_ohm=220.341; z2_ohm=200.477; f_GHz=18.9644; er=6.05642,210.174,±0.2%
1108,QuarterWave,53,QW[53] len,numeric,z1_ohm=220.341; z2_ohm=200.477; f_GHz=18.9644; er=6.05642,1.60699,±0.2%
1109,QuarterWave,54,QW[54] Zt,numeric,z1_ohm=98.511; z2_ohm=153.945; f_GHz=17.3517; er=6.90027,123.147,±0.2%
1110,QuarterWave,54,QW[54] len,numeric,z1_ohm=98.511; z2_ohm=153.945; f_GHz=17.3517; er=6.90027,1.64546,±0.2%
1111,QuarterWave,55,QW[55] Zt,numeric,z1_ohm=273.706; z2_ohm=109.309; f_GHz=18.8747; er=8.27163,172.97,±0.2%
1112,QuarterWave,55,QW[55] len,numeric,z1_ohm=273.706; z2_ohm=109.309; f_GHz=18.8747; er=8.27163,1.38161,±0.2%
1113,QuarterWave,56,QW[56] Zt,numeric,z1_ohm=88.3859; z2_ohm=63.2926; f_GHz=17.7026; er=8.85571,74.7942,±0.2%
1114,QuarterWave,56,QW[56] len,numeric,z1_ohm=88.3859; z2_ohm=63.2926; f_GHz=17.7026; er=8.85571,1.42368,±0.2%
1115,QuarterWave,57,QW[57] Zt,numeric,z1_ohm=131.806; z2_ohm=184.338; f_GHz=4.28368; er=7.94204,155.874,±0.2%
1116,QuarterWave,57,QW[57] len,numeric,z1_ohm=131.806; z2_ohm=184.338; f_GHz=4.28368; er=7.94204,6.21267,±0.2%
1117,QuarterWave,58,QW[58] Zt,numeric,z1_ohm=223.986; z2_ohm=260.096; f_GHz=11.6319; er=9.53385,241.367,±0.2%
1118,QuarterWave,58,QW[58] len,numeric,z1_ohm=223.986; z2_ohm=260.096; f_GHz=11.6319; er=9.53385,2.08823,±0.2%
1119,QuarterWave,59,QW[59] Zt,numeric,z1_ohm=221.796; z2_ohm=17.4626; f_GHz=14.6382; er=3.82568,62.2346,±0.2%
1120,QuarterWave,59,QW[59] len,numeric,z1_ohm=221.796; z2_ohm=17.4626; f_GHz=14.6382; er=3.82568,2.6195,±0.2%
1121,QuarterWave,60,QW[60] Zt,numeric,z1_ohm=189.813; z2_ohm=29.6967; f_GHz=4.84754; er=3.81479,75.0788,±0.2%
1122,QuarterWave,60,QW[60] len,numeric,z1_ohm=189.813; z2_ohm=29.6967; f_GHz=4.84754; er=3.81479,7.92145,±0.2%
1123,QuarterWave,61,QW[61] Zt,numeric,z1_ohm=31.1142; z2_ohm=97.6477; f_GHz=10.9183; er=1.06195,55.1202,±0.2%
1124,QuarterWave,61,QW[61] len,numeric,z1_ohm=31.1142; z2_ohm=97.6477; f_GHz=10.9183; er=1.06195,6.66584,±0.2%
1125,QuarterWave,62,QW[62] Zt,numeric,z1_ohm=195.657; z2_ohm=184.628; f_GHz=19.0578; er=3.86729,190.062,±0.2%
1126,QuarterWave,62,QW[62] len,numeric,z1_ohm=195.657; z2_ohm=184.628; f_GHz=19.0578; er=3.86729,2.00118,±0.2%
1127,QuarterWave,63,QW[63] Zt,numeric,z1_ohm=226.4; z2_ohm=66.9559; f_GHz=11.4001; er=8.37678,123.121,±0.2%
1128,QuarterWave,63,QW[63] len,numeric,z1_ohm=226.4; z2_ohm=66.9559; f_GHz=11.4001; er=8.37678,2.27308,±0.2%
1129,QuarterWave,64,QW[64] Zt,numeric,z1_ohm=95.8333; z2_ohm=24.7094; f_GHz=6.96809; er=7.38506,48.6619,±0.2%
1130,QuarterWave,64,QW[64] len,numeric,z1_ohm=95.8333; z2_ohm=24.7094; f_GHz=6.96809; er=7.38506,3.96069,±0.2%
1131,QuarterWave,65,QW[65] Zt,numeric,z1_ohm=78.051; z2_ohm=39.7089; f_GHz=14.738; er=8.85013,55.6715,±0.2%
1132,QuarterWave,65,QW[65] len,numeric,z1_ohm=78.051; z2_ohm=39.7089; f_GHz=14.738; er=8.85013,1.71059,±0.2%
1133,QuarterWave,66,QW[66] Zt,numeric,z1_ohm=194.051; z2_ohm=260.273; f_GHz=12.2976; er=2.3856,224.736,±0.2%
1134,QuarterWave,66,QW[66] len,numeric,z1_ohm=194.051; z2_ohm=260.273; f_GHz=12.2976; er=2.3856,3.9486,±0.2%
1135,QuarterWave,67,QW[67] Zt,numeric,z1_ohm=50.3936; z2_ohm=54.7724; f_GHz=8.86533; er=3.24611,52.5374,±0.2%
1136,QuarterWave,67,QW[67] len,numeric,z1_ohm=50.3936; z2_ohm=54.7724; f_GHz=8.86533; er=3.24611,4.69553,±0.2%
1137,QuarterWave,68,QW[68] Zt,numeric,z1_ohm=253.894; z2_ohm=298.51; f_GHz=17.6139; er=8.57154,275.3,±0.2%
1138,QuarterWave,68,QW[68] len,numeric,z1_ohm=253.894; z2_ohm=298.51; f_GHz=17.6139; er=8.57154,1.45438,±0.2%
1139,QuarterWave,69,QW[69] Zt,numeric,z1_ohm=277.488; z2_ohm=270.966; f_GHz=6.01314; er=8.90558,274.208,±0.2%
1140,QuarterWave,69,QW[69] len,numeric,z1_ohm=277.488; z2_ohm=270.966; f_GHz=6.01314; er=8.90558,4.17954,±0.2%
1141,QuarterWave,70,QW[70] Zt,numeric,z1_ohm=194.941; z2_ohm=42.9394; f_GHz=17.2869; er=2.25444,91.4913,±0.2%
1142,QuarterWave,70,QW[70] len,numeric,z1_ohm=194.941; z2_ohm=42.9394; f_GHz=17.2869; er=2.25444,2.88952,±0.2%
1143,QuarterWave,71,QW[71] Zt,numeric,z1_ohm=144.551; z2_ohm=165.6; f_GHz=4.34884; er=5.20115,154.718,±0.2%
1144,QuarterWave,71,QW[71] len,numeric,z1_ohm=144.551; z2_ohm=165.6; f_GHz=4.34884; er=5.20115,7.56202,±0.2%
1145,QuarterWave,72,QW[72] Zt,numeric,z1_ohm=154.5; z2_ohm=116.013; f_GHz=17.0613; er=3.84116,133.88,±0.2%
1146,QuarterWave,72,QW[72] len,numeric,z1_ohm=154.5; z2_ohm=116.013; f_GHz=17.0613; er=3.84116,2.24295,±0.2%
1147,QuarterWave,73,QW[73] Zt,numeric,z1_ohm=135.01; z2_ohm=216.133; f_GHz=15.5328; er=5.55485,170.822,±0.2%
1148,QuarterWave,73,QW[73] len,numeric,z1_ohm=135.01; z2_ohm=216.133; f_GHz=15.5328; er=5.55485,2.04869,±0.2%
1149,QuarterWave,74,QW[74] Zt,numeric,z1_ohm=204.971; z2_ohm=214.831; f_GHz=19.9476; er=3.88264,209.843,±0.2%
1150,QuarterWave,74,QW[74] len,numeric,z1_ohm=204.971; z2_ohm=214.831; f_GHz=19.9476; er=3.88264,1.90812,±0.2%
1151,QuarterWave,75,QW[75] Zt,numeric,z1_ohm=143.174; z2_ohm=264.958; f_GHz=18.8939; er=4.01815,194.77,±0.2%
1152,QuarterWave,75,QW[75] len,numeric,z1_ohm=143.174; z2_ohm=264.958; f_GHz=18.8939; er=4.01815,1.98028,±0.2%
1153,QuarterWave,76,QW[76] Zt,numeric,z1_ohm=16.8363; z2_ohm=239.995; f_GHz=18.3324; er=6.68527,63.566,±0.2%
1154,QuarterWave,76,QW[76] len,numeric,z1_ohm=16.8363; z2_ohm=239.995; f_GHz=18.3324; er=6.68527,1.58228,±0.2%
1155,QuarterWave,77,QW[77] Zt,numeric,z1_ohm=52.5401; z2_ohm=77.314; f_GHz=1.42391; er=3.41455,63.7345,±0.2%
1156,QuarterWave,77,QW[77] len,numeric,z1_ohm=52.5401; z2_ohm=77.314; f_GHz=1.42391; er=3.41455,28.5043,±0.2%
1157,QuarterWave,78,QW[78] Zt,numeric,z1_ohm=207.275; z2_ohm=137.578; f_GHz=12.2066; er=2.48469,168.868,±0.2%
1158,QuarterWave,78,QW[78] len,numeric,z1_ohm=207.275; z2_ohm=137.578; f_GHz=12.2066; er=2.48469,3.89789,±0.2%
1159,QuarterWave,79,QW[79] Zt,numeric,z1_ohm=259.714; z2_ohm=62.3191; f_GHz=3.99077; er=8.04467,127.221,±0.2%
1160,QuarterWave,79,QW[79] len,numeric,z1_ohm=259.714; z2_ohm=62.3191; f_GHz=3.99077; er=8.04467,6.62598,±0.2%
1161,QuarterWave,80,QW[80] Zt,numeric,z1_ohm=154.396; z2_ohm=194.22; f_GHz=13.7135; er=3.18214,173.167,±0.2%
1162,QuarterWave,80,QW[80] len,numeric,z1_ohm=154.396; z2_ohm=194.22; f_GHz=13.7135; er=3.18214,3.06587,±0.2%
1163,QuarterWave,81,QW[81] Zt,numeric,z1_ohm=113.964; z2_ohm=127.132; f_GHz=14.5701; er=7.9538,120.368,±0.2%
1164,QuarterWave,81,QW[81] len,numeric,z1_ohm=113.964; z2_ohm=127.132; f_GHz=14.5701; er=7.9538,1.82521,±0.2%
1165,QuarterWave,82,QW[82] Zt,numeric,z1_ohm=107.109; z2_ohm=45.3573; f_GHz=18.1145; er=6.64325,69.7005,±0.2%
1166,QuarterWave,82,QW[82] len,numeric,z1_ohm=107.109; z2_ohm=45.3573; f_GHz=18.1145; er=6.64325,1.60637,±0.2%
